"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Turkiye","TUR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","14.95668","","","","","","","","","","","","","","","","","","","","","","","45.08283","","49.55606","56.75201","64.78663","64.64982","65.11575","67.60049","70.45934","73.28097","75.35689","75.74826","73.42324","78.07046","81.47034","79.5176","85.38763","86.51644","85.78301","84.77001","86.04436","","","","",
"Tuvalu","TUV","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.99464","77.3386","63.42412","","71.19497","","","",
"Tanzania","TZA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.18458","25.00132","27.31307","","","",
"Uganda","UGA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2826","","14.66158","","","18.69281","21.04045","","","","","","","","","","","","","",
"Ukraine","UKR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.73711","95.89166","91.48039","91.86167","90.91565","83.167","87.58418","87.35342","87.0797","86.1756","86.24491","84.25473","84.65258","85.15034","86.08094","","","","","","","",
"Upper middle income","UMC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.36746","67.44824","68.22952","69.06052","69.28454","69.8354","71.1363","72.62438","73.70264","74.85362","75.97171","78.05906","79.78083","80.79711","80.28708","82.13076","84.45315","84.13048","84.12704","83.60366","83.92186","","","",
"Uruguay","URY","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.12715","73.01783","75.84273","","77.70593","78.84413","","79.86712","84.93637","86.46826","91.12043","","","","",
"United States","USA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.70646","","","","","89.18024","90.47964","90.32571","90.09343","91.08553","92.66306","92.17723","93.03496","","","","",
"Uzbekistan","UZB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.67212","86.25317","87.92494","88.10361","87.78567","88.34952","89.2629","90.35013","","","","",
"St. Vincent and the Grenadines","VCT","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","43.78008","","","","","","","","","","","","","","","","78.4044","73.3613","79.1244","74.9188","79.05492","82.30528","","","96.87738","94.02956","87.97138","","","86.42768","88.57868","91.57171","92.16199","92.2153","91.64213","","","",
"Venezuela, RB","VEN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","25.55165","27.89083","","","","","","","","","","","","","","","","","","","","","","","","","","","53.81697","56.40249","59.48212","61.9998","63.52019","65.82244","67.63398","71.11443","73.31214","74.10101","75.55271","75.8728","76.95473","78.06982","78.36431","79.56526","77.21328","76.00991","76.7969","","","","",
"British Virgin Islands","VGB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","70.9531","","","","","","","74.375","","74.7076","","","","","76.33053","84.30851","84.51935","","","","","","","","","","83.07373","83.18408","83.60656","84.12098","83.9851","83.59447","71.86068","","","","",
"Virgin Islands (U.S.)","VIR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.12694","","15.15686","","","","","","","","27.66254","35.62085","32.75548","36.93359","34.93387","37.60788","","","","","","52.52045","","","","","49.82538","","","","","","",
"World","WLD","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.54027","51.83273","52.71753","53.60913","54.37","55.55534","56.57707","57.44694","58.15202","59.15708","60.02488","60.71055","62.09554","63.27635","63.8382","64.8316","65.6666","65.76561","65.8486","66.26728","66.26578","","","",
"Samoa","WSM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.22846","","","73.04382","75.0446","69.11494","70.48954","","","","","","","","85.76803","85.58986","86.96462","87.04348","","91.164","89.71274","89.73174","","","","","",
"Kosovo","XKX","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.89021","","","","","","","","","","","30.53766","","33.65791","35.96013","","","40.19504","","","","","",
"South Africa","ZAF","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.20166","","","","","63.53701","62.41686","63.09035","64.77697","66.61669","68.18711","69.10643","","","","","","","","","","89.8737","","78.52272","","","","",
"Zambia","ZMB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.31867","40.17528","40.98154","38.72148","35.34257","","","","","","","","","47.37766","48.51255","","","","","","","","",
